(0.16, 1.66, 'to')
(3.68, 5.18, 'bcc')
(4.16, 5.66, 'south-africa')
(4.8, 6.3, 'blow')
(5.6, 7.1, 'special')
(5.92, 7.42, 'all')
(6.08, 7.58, 'got')
(6.88, 8.379999999999999, 'xor')
(7.04, 8.54, 'now')
(7.04, 8.54, 'south')
(7.52, 9.02, 'africa')
(8.0, 9.5, 'hat')
(8.96, 10.46, 'pack')
(8.96, 10.46, 'bag')
(9.6, 11.1, 'budget')
(9.76, 11.26, 'passport')
(9.92, 11.42, 'my')
(11.2, 12.7, 'for')
(12.0, 13.5, 'excited')
(13.76, 15.26, 'isp')
(13.76, 15.26, 'isp')
(14.08, 15.58, 'where')
(15.36, 16.86, 'actually')
(16.32, 17.82, 'bcc')
(16.32, 17.82, 'bcc')
(26.56, 28.06, 'go')
(26.88, 28.38, 'would')
(27.84, 29.34, 'really')
(28.48, 29.98, 'diy')
(28.48, 29.98, 'diy')
(28.48, 29.98, 'dvd')
(28.48, 29.98, 'dvd')
(28.8, 30.3, 'do')
(28.8, 30.3, 'do')
(31.04, 32.54, 'south-africa')
(31.2, 32.7, 'africa')
(31.84, 33.34, 'listen')
(32.32, 33.82, 'bcc')
(32.48, 33.98, 'me')
(32.8, 34.3, 'on')
(32.8, 34.3, 'on')
(32.96, 34.46, 'and')
(32.96, 34.46, 'go')
(32.96, 34.46, 'go-(directional)')
(32.96, 34.46, 'go-(directional)')
(34.56, 36.06, 'to')
(34.56, 36.06, 'to')
(34.56, 36.06, 'to')
(34.56, 36.06, 'you')
(34.56, 36.06, 'you')
(34.56, 36.06, 'you')
(34.56, 36.06, 'you')
(34.72, 36.22, 'think')
(34.88, 36.38, 'do')
(35.2, 36.7, 'say')
(35.2, 36.7, 'say')
(35.2, 36.7, 'say')
(35.36, 36.86, 'said')
(35.36, 36.86, 'said')
(36.8, 38.3, 'mdf')
(36.8, 38.3, 'mdf')
(38.56, 40.06, 'diy')
(38.56, 40.06, 'park')
(43.2, 44.7, 'down')
(44.0, 45.5, 'on')
(44.48, 45.98, 'bcc')
(44.48, 45.98, 'get')
(44.64, 46.14, 'choice')
(44.8, 46.3, 'got')
(44.96, 46.46, 'go-(directional)')
(44.96, 46.46, 'right')
(45.28, 46.78, 'children')
(45.28, 46.78, 'confused')
(45.76, 47.26, 'why')
(45.76, 47.26, 'yes')
(45.92, 47.42, 'and')
(45.92, 47.42, 'go')
(45.92, 47.42, 'location')
(46.72, 48.22, 'ok')
(47.36, 48.86, 'calm-down')
(47.68, 49.18, 'move')
(49.12, 50.62, 'confuse')
(50.08, 51.58, 'south')
(50.08, 51.58, 'south-africa')
(50.4, 51.9, 'see')
(50.4, 51.9, 'africa')
(51.2, 52.7, 'but')
(52.16, 53.66, 'from')
(52.48, 53.98, 'calm')
(54.56, 56.06, 'dna')
(54.56, 56.06, 'nand')
(54.56, 56.06, 'see')
(54.88, 56.38, 'jonathan')
(56.16, 57.66, '3')
(56.16, 57.66, 'three')
(56.48, 57.98, 'but')
(56.48, 57.98, 'up')
(57.6, 59.1, 'work')
(58.72, 60.22, 'hour')
(58.88, 60.38, 'have')
(60.32, 61.82, 'where')
(60.48, 61.98, 'much')
(60.48, 61.98, 'wok')
(60.64, 62.14, 'so')
(62.24, 63.74, 'rent')
(63.2, 64.7, '1')
(63.2, 64.7, 'one')
(64.8, 66.3, 'isp')
(64.8, 66.3, 'too')
(68.96, 70.46, 'move')
(68.96, 70.46, 'move')
(69.12, 70.62, 'to')
(69.12, 70.62, 'to')
(70.24, 71.74, 'south')
(70.88, 72.38, 'look')
(70.88, 72.38, 'you')
(70.88, 72.38, 'decision')
(71.52, 73.02, 'decide')
(72.0, 73.5, 'why')
(72.0, 73.5, 'south-africa')
(72.32, 73.82, 'bcc')
(72.32, 73.82, 'bcc')
(72.32, 73.82, 'bcc')
(72.32, 73.82, 'move')
(72.64, 74.14, 'and')
(72.64, 74.14, 'and')
(72.64, 74.14, 'back')
(72.64, 74.14, 'children')
(72.64, 74.14, 'current')
(74.88, 76.38, 'hard')
(76.8, 78.3, 'few')
(77.44, 78.94, 'now')
(77.44, 78.94, 'to')
(77.44, 78.94, 'to')
(79.04, 80.54, 'time')
(81.6, 83.1, 'finish')
(81.6, 83.1, 'finished')
(82.08, 83.58, 'between')
(82.08, 83.58, 'school')
(83.04, 84.54, 'college')
(83.36, 84.86, 'it')
(83.36, 84.86, 'trna')
(83.84, 85.34, 'there')
(84.0, 85.5, 'you')
(84.96, 86.46, 'have')
(84.96, 86.46, 'south')
(85.28, 86.78, 'africa')
(85.44, 86.94, 's-t')
(86.56, 88.06, 'serve')
(86.56, 88.06, 'collegue')
(88.16, 89.66, 'would')
(88.8, 90.3, 'for')
(89.76, 91.26, 'fax')
(90.08, 91.58, 'felt')
(90.08, 91.58, 'life')
(92.0, 93.5, 'better')
(92.16, 93.66, 'bcc')
(92.16, 93.66, 'picture')
(92.8, 94.3, 'here')
(92.8, 94.3, 'south')
(93.28, 94.78, 'mdf')
(93.6, 95.1, 'back')
(93.6, 95.1, 'bcc')
(94.56, 96.06, 'house')
(95.52, 97.02, 'it')
(95.84, 97.34, 'you')
(96.0, 97.5, 'know')
(96.96, 98.46, 'to')
(97.6, 99.1, 'look')
(97.6, 99.1, 'look')
(97.6, 99.1, 'see')
(97.76, 99.26, 'say')
(98.24, 99.74, 'beautiful')
(98.56, 100.06, 'got')
(99.04, 100.54, 'isp')
(99.84, 101.34, 'right')
(102.24, 103.74, 'have')
(106.08, 107.58, 'our')
(106.56, 108.06, 'would')
(106.72, 108.22, 'bcc')
(107.04, 108.54, 'view')
(107.84, 109.34, 'not')
(108.96, 110.46, 'africa')
(110.88, 112.38, 'bcc')
(112.48, 113.98, 'from')
(112.8, 114.3, 'your')
(112.8, 114.3, 'south')
(112.8, 114.3, 'south')
(112.96, 114.46, 'south-africa')
(112.96, 114.46, 'south-africa')
(113.28, 114.78, 'house')
(113.76, 115.26, 'do')
(113.76, 115.26, 'you')
(114.4, 115.9, 'have')
(115.84, 117.34, 'wiki')
(116.16, 117.66, 'use')
(116.48, 117.98, 'course')
(116.64, 118.14, 'to')
(116.96, 118.46, 'us')
(117.6, 119.1, 'what')
(117.6, 119.1, 'what')
(117.6, 119.1, 'what?')
(117.6, 119.1, 'what?')
(117.76, 119.26, 'diy')
(118.24, 119.74, 'dvd')
(118.72, 120.22, 'and')
(119.2, 120.7, 'get')
(119.2, 120.7, 'mansion')
(119.36, 120.86, 'through')
(119.68, 121.18, 'how')
(120.0, 121.5, 'well')
(120.0, 121.5, 'with')
(120.64, 122.14, 'africa')
(121.76, 123.26, 'much')
(121.92, 123.42, 'how-much')
(122.72, 124.22, 'got')
(122.72, 124.22, 'golf')
(125.44, 126.94, 'cost')
(125.92, 127.42, 'do')
(125.92, 127.42, 'go')
(125.92, 127.42, 'now')
(125.92, 127.42, 'sell')
(125.92, 127.42, 'sold')
(126.08, 127.58, 'golf-course')
(126.24, 127.74, 'mean')
(126.56, 128.06, 'equivalent')
(126.88, 128.38, 'go-(directional)')
(128.32, 129.82, 'diy')
(128.8, 130.3, 'wow')
(129.44, 130.94, 'and')
(130.56, 132.06, 'mdf')
(130.72, 132.22, 'back')
(131.36, 132.86, 'can')
(131.84, 133.34, 'buy')
(132.16, 133.66, 'it')
(132.16, 133.66, 'it')
(133.76, 135.26, 'get')
(133.76, 135.26, '100000')
(135.36, 136.86, 'to')
(135.84, 137.34, 'dna')
(138.56, 140.06, 'really')
(139.52, 141.02, 'this')
(139.52, 141.02, 'xor')
(141.12, 142.62, 'would')
(141.28, 142.78, 'bcc')
(142.56, 144.06, 'like')
(143.04, 144.54, 'what')
(143.04, 144.54, 'what?')
(145.12, 146.62, 'fairly')
(146.56, 148.06, 'find')
(146.56, 148.06, 'have')
(146.88, 148.38, 's-t')
(149.6, 151.1, '4')
(149.6, 151.1, 'four')
(150.56, 152.06, 'you')
(150.72, 152.22, 'to')
(150.88, 152.38, 'right')
(151.84, 153.34, 'house')
(152.48, 153.98, 'to')
(152.8, 154.3, 'need')
(152.8, 154.3, 'need')
(153.12, 154.62, 'en-suite')
(153.28, 154.78, 'lifestyle')
(153.28, 154.78, 'like')
(153.92, 155.42, 'downstairs')
(155.2, 156.7, 'open')
(155.2, 156.7, 'open')
(155.68, 157.18, 'plan')
(155.84, 157.34, 'dna')
(157.28, 158.78, 'open-plan')
(158.56, 160.06, 'quite')
(158.88, 160.38, 'mdf')
(159.68, 161.18, 'bathroom')
(162.56, 164.06, '2')
(162.56, 164.06, 'two')
(164.16, 165.66, 'got')
(166.4, 167.9, 'family')
(166.4, 167.9, 'mdf')
(166.4, 167.9, 'favourite')
(169.12, 170.62, 'any')
(169.44, 170.94, 'that')
